index,order_id,cust_id,gender,age,age_group,date,month,status,channel_,sku,category,size,qty,amount,state,ship_postal_code,b2b,year,day
1106.0,402-3600740-4760302,3600740.0,Women,38.0,Adult,2022-04-11,4,Delivered,Amazon,J0277-SKD-M,Set,M,1.0,1556.0,HARYANA,134113.0,False,2022,11
1107.0,406-4102435-4088307,4102435.0,Women,40.0,Adult,2022-04-11,4,Delivered,Myntra,JNE3797-KR-A-S,Western Dress,S,1.0,725.0,KERALA,679521.0,False,2022,11
1108.0,407-1197282-0109105,1197282.0,Women,22.0,Teenager,2022-04-11,4,Delivered,Amazon,SAR021,Saree,Free,1.0,969.0,BIHAR,800020.0,False,2022,11
1109.0,407-1197282-0109105,1197282.0,Women,31.0,Adult,2022-04-11,4,Delivered,Amazon,NW004-TP-PJ-S,Set,S,1.0,475.0,GUJARAT,380015.0,False,2022,11
1110.0,406-8315179-7364362,8315179.0,Women,55.0,Senior,2022-04-11,4,Delivered,Others,JNE3794-KR-L,kurta,L,1.0,517.0,KERALA,695011.0,False,2022,11
1111.0,404-5956376-5614708,5956376.0,Women,77.0,Senior,2022-04-11,4,Delivered,Amazon,J0333-DR-XXXL,Western Dress,3XL,1.0,885.0,TELANGANA,500075.0,False,2022,11
1112.0,403-0781625-4879500,781625.0,Women,18.0,Teenager,2022-04-11,4,Delivered,Flipkart,SET310-KR-NP-XXXL,Set,3XL,1.0,1213.0,UTTAR PRADESH,201007.0,False,2022,11
1113.0,404-9106012-7938733,9106012.0,Women,35.0,Adult,2022-04-11,4,Delivered,Others,SAR027,Saree,Free,1.0,1163.0,UTTAR PRADESH,273004.0,False,2022,11
1114.0,171-8784631-0682742,8784631.0,Women,28.0,Teenager,2022-04-11,4,Delivered,Amazon,SET268-KR-NP-L,Set,L,1.0,788.0,TAMIL NADU,600042.0,False,2022,11
1115.0,408-6382984-0553131,6382984.0,Women,41.0,Adult,2022-04-11,4,Delivered,Flipkart,J0239-SKD-XXXL,Set,3XL,1.0,1299.0,KARNATAKA,560099.0,False,2022,11
1116.0,408-6382984-0553131,6382984.0,Women,38.0,Adult,2022-04-11,4,Delivered,Amazon,JNE3770-KR-XXL,kurta,XXL,1.0,487.0,MAHARASHTRA,400019.0,False,2022,11
1117.0,408-3409162-0932334,3409162.0,Women,29.0,Teenager,2022-04-11,4,Delivered,Ajio,J0249-SKD-XL,Set,XL,1.0,927.0,KARNATAKA,575001.0,False,2022,11
1118.0,404-0268369-1493116,268369.0,Women,75.0,Senior,2022-04-11,4,Delivered,Myntra,MEN5013-KR-L,kurta,L,1.0,495.0,WEST BENGAL,711102.0,False,2022,11
1119.0,405-7747946-4255535,7747946.0,Women,18.0,Teenager,2022-04-11,4,Delivered,Amazon,J0334-TP-S,Top,S,1.0,513.0,KARNATAKA,560078.0,False,2022,11
1120.0,404-4576235-3073169,4576235.0,Women,34.0,Adult,2022-04-11,4,Delivered,Meesho,SET268-KR-NP-XL,Set,XL,1.0,698.0,KARNATAKA,584170.0,False,2022,11
1121.0,402-9819217-7541123,9819217.0,Women,28.0,Teenager,2022-04-11,4,Delivered,Amazon,SET273-KR-NP-S,Set,S,1.0,597.0,ODISHA,761110.0,False,2022,11
1122.0,408-9419371-0086756,9419371.0,Men,45.0,Adult,2022-04-11,4,Delivered,Amazon,J0230-SKD-XS,Set,XS,1.0,1349.0,MAHARASHTRA,400709.0,False,2022,11
1123.0,408-2984947-1433156,2984947.0,Men,69.0,Senior,2022-04-11,4,Delivered,Ajio,SET138-KR-PP-XS,Set,XS,1.0,729.0,KARNATAKA,570008.0,False,2022,11
1124.0,171-4088819-5081132,4088819.0,Women,26.0,Teenager,2022-04-11,4,Delivered,Ajio,SET324-KR-NP-XXXL,Set,3XL,1.0,597.0,WEST BENGAL,700017.0,False,2022,11
1125.0,408-7200684-0823516,7200684.0,Women,40.0,Adult,2022-04-11,4,Delivered,Flipkart,J0023-TP-XXXL,Top,3XL,1.0,483.0,HARYANA,132103.0,False,2022,11
1126.0,402-6143193-4145139,6143193.0,Women,23.0,Teenager,2022-04-11,4,Delivered,Myntra,J0003-SET-XL,Set,XL,1.0,696.0,MAHARASHTRA,400095.0,False,2022,11
1127.0,406-2913362-7901131,2913362.0,Men,35.0,Adult,2022-04-11,4,Delivered,Amazon,SET319-KR-NP-S,Set,S,1.0,835.0,MAHARASHTRA,400012.0,False,2022,11
1128.0,404-3137600-0679501,3137600.0,Women,45.0,Adult,2022-04-11,4,Delivered,Flipkart,J0400-DR-M,Western Dress,M,1.0,859.0,PUNJAB,140603.0,False,2022,11
1129.0,408-0957621-9941156,957621.0,Women,78.0,Senior,2022-04-11,4,Delivered,Amazon,SET392-KR-NP-XL,Set,XL,1.0,799.0,TELANGANA,500048.0,False,2022,11
1130.0,407-3447197-1460332,3447197.0,Women,28.0,Teenager,2022-04-11,4,Delivered,Myntra,JNE3421-KR-N-S,kurta,S,1.0,399.0,MEGHALAYA,793002.0,False,2022,11
1131.0,405-1705244-7821124,1705244.0,Men,74.0,Senior,2022-04-11,4,Delivered,Ajio,SET291-KR-PP-L,Set,L,1.0,563.0,ODISHA,769004.0,False,2022,11
1132.0,171-9614792-2227508,9614792.0,Women,27.0,Teenager,2022-04-11,4,Delivered,Myntra,J0122-TP-XXL,Top,XXL,1.0,329.0,MAHARASHTRA,400050.0,False,2022,11
1133.0,403-8301835-9228321,8301835.0,Men,59.0,Senior,2022-04-11,4,Delivered,Others,J0232-SKD-XXL,Set,XXL,1.0,1213.0,HARYANA,121002.0,False,2022,11
1134.0,404-2627419-4552336,2627419.0,Women,41.0,Adult,2022-04-11,4,Delivered,Amazon,JNE3546-KR-S,kurta,S,1.0,458.0,DELHI,110041.0,False,2022,11
1135.0,408-3515311-0058764,3515311.0,Women,37.0,Adult,2022-04-11,4,Delivered,Myntra,JNE3431-KR-L,kurta,L,2.0,666.0,UTTAR PRADESH,251002.0,False,2022,11
1136.0,404-3198986-6816347,3198986.0,Men,45.0,Adult,2022-04-11,4,Delivered,Flipkart,SET323-KR-NP-XL,Set,XL,1.0,999.0,ANDHRA PRADESH,534001.0,False,2022,11
1137.0,404-3198986-6816347,3198986.0,Men,27.0,Teenager,2022-04-11,4,Delivered,Flipkart,SET144-KR-NP-XXXL,Set,3XL,1.0,788.0,HARYANA,124507.0,False,2022,11
1138.0,404-6279164-4356352,6279164.0,Women,65.0,Senior,2022-04-11,4,Delivered,Amazon,JNE3620-KR-M,kurta,M,1.0,329.0,DELHI,110059.0,False,2022,11
1139.0,171-9749497-7602720,9749497.0,Women,39.0,Adult,2022-04-11,4,Refunded,Myntra,JNE3797-KR-XS,Western Dress,XS,1.0,735.0,DELHI,110085.0,False,2022,11
1140.0,407-9660150-7244310,9660150.0,Men,72.0,Senior,2022-04-11,4,Delivered,Myntra,SET286-KR-NP-M,Set,M,1.0,666.0,MANIPUR,795001.0,False,2022,11
1141.0,402-8382670-7081102,8382670.0,Men,38.0,Adult,2022-04-11,4,Refunded,Myntra,JNE3510-KR-L,kurta,L,1.0,428.0,MAHARASHTRA,410218.0,False,2022,11
1142.0,402-3434817-3641933,3434817.0,Men,47.0,Adult,2022-04-11,4,Delivered,Myntra,JNE3613-KR-XL,kurta,XL,1.0,399.0,MAHARASHTRA,440009.0,False,2022,11
1143.0,171-9026178-2712338,9026178.0,Men,39.0,Adult,2022-04-11,4,Delivered,Flipkart,J0230-SKD-L,Set,L,1.0,999.0,CHHATTISGARH,492008.0,False,2022,11
1144.0,171-1772770-4108334,1772770.0,Women,40.0,Adult,2022-04-11,4,Cancelled,Amazon,J0372-SKD-XXL,Set,XXL,1.0,1044.0,TELANGANA,500096.0,False,2022,11
1145.0,408-4810346-7958738,4810346.0,Women,62.0,Senior,2022-04-11,4,Refunded,Flipkart,JNE3797-KR-A-L,Western Dress,L,1.0,725.0,KERALA,691512.0,False,2022,11
1146.0,171-5036499-1237961,5036499.0,Women,58.0,Senior,2022-04-11,4,Delivered,Amazon,SET345-KR-NP-L,Set,L,1.0,657.0,KARNATAKA,575002.0,False,2022,11
1147.0,402-9923193-2209157,9923193.0,Men,49.0,Adult,2022-04-11,4,Delivered,Amazon,JNE3468-KR-M,kurta,M,1.0,397.0,MAHARASHTRA,400709.0,False,2022,11
1148.0,171-8994624-7251518,8994624.0,Men,56.0,Senior,2022-04-11,4,Delivered,Flipkart,SET374-KR-NP-M,Set,M,1.0,636.0,GUJARAT,390009.0,False,2022,11
1149.0,407-1943998-9901109,1943998.0,Men,33.0,Adult,2022-04-11,4,Delivered,Myntra,SET184-KR-PP-S,Set,S,1.0,563.0,MAHARASHTRA,400074.0,False,2022,11
1150.0,406-4121086-6297136,4121086.0,Women,26.0,Teenager,2022-04-11,4,Delivered,Amazon,J0339-DR-XXXL,Western Dress,3XL,1.0,744.0,MAHARASHTRA,411014.0,False,2022,11
1151.0,408-7921257-0326734,7921257.0,Women,20.0,Teenager,2022-04-11,4,Delivered,Flipkart,SET293-KR-NP-M,Set,M,1.0,683.0,MAHARASHTRA,400058.0,False,2022,11
1152.0,171-5616318-2458723,5616318.0,Men,63.0,Senior,2022-04-11,4,Delivered,Ajio,BTM045-PP-XL,Bottom,XL,1.0,331.0,GUJARAT,390022.0,False,2022,11
1153.0,405-9642932-2006758,9642932.0,Women,28.0,Teenager,2022-04-11,4,Delivered,Myntra,SET389-KR-NP-S,Set,S,1.0,648.0,UTTAR PRADESH,208001.0,False,2022,11
1154.0,406-5276879-7075555,5276879.0,Women,39.0,Adult,2022-04-11,4,Refunded,Amazon,J0106-KR-XXXL,Western Dress,3XL,1.0,999.0,KARNATAKA,560100.0,False,2022,11
1155.0,406-1075951-9174722,1075951.0,Men,67.0,Senior,2022-04-11,4,Delivered,Flipkart,SAR001,Saree,Free,1.0,969.0,BIHAR,852210.0,False,2022,11
1156.0,406-1392839-4713138,1392839.0,Women,30.0,Adult,2022-04-11,4,Refunded,Myntra,J0341-DR-XXL,Western Dress,XXL,1.0,842.0,UTTAR PRADESH,201301.0,False,2022,11
1157.0,405-0892155-9847536,892155.0,Women,24.0,Teenager,2022-04-11,4,Refunded,Amazon,JNE3860-DR-S,Western Dress,S,1.0,614.0,MAHARASHTRA,402202.0,False,2022,11
1158.0,402-6036845-7332322,6036845.0,Men,19.0,Teenager,2022-04-11,4,Refunded,Amazon,JNE3787-KR-XXL,kurta,XXL,1.0,487.0,ANDHRA PRADESH,533101.0,False,2022,11
1159.0,402-2877315-5162760,2877315.0,Men,45.0,Adult,2022-04-11,4,Delivered,Amazon,J0119-TP-M,Top,M,1.0,540.0,DELHI,110096.0,False,2022,11
1160.0,405-6460858-7129966,6460858.0,Women,25.0,Teenager,2022-04-11,4,Delivered,Ajio,JNE3779-KR-M,kurta,M,1.0,346.0,ANDHRA PRADESH,520003.0,False,2022,11
1161.0,405-6460858-7129966,6460858.0,Women,32.0,Adult,2022-04-11,4,Delivered,Ajio,JNE3421-KR-N-XXL,kurta,XXL,1.0,399.0,KERALA,682306.0,False,2022,11
1162.0,408-1944603-0379557,1944603.0,Women,42.0,Adult,2022-04-11,4,Delivered,Ajio,JNE3790-KR-XL,kurta,XL,1.0,301.0,MADHYA PRADESH,458002.0,False,2022,11
1163.0,408-0250238-8769138,250238.0,Women,27.0,Teenager,2022-04-11,4,Delivered,Amazon,JNE3838-KR-XXXL,kurta,3XL,1.0,387.0,TAMIL NADU,600034.0,False,2022,11
1164.0,405-9499050-5171500,9499050.0,Women,56.0,Senior,2022-04-11,4,Delivered,Amazon,JNE3405-KR-XS,kurta,XS,1.0,399.0,PUNJAB,140306.0,False,2022,11
1165.0,403-0222189-7617901,222189.0,Men,47.0,Adult,2022-04-11,4,Delivered,Myntra,SET110-KR-PP-XL,Set,XL,1.0,729.0,PUNJAB,140308.0,False,2022,11
1166.0,408-5663565-1382716,5663565.0,Women,41.0,Adult,2022-04-11,4,Delivered,Amazon,J0370-SKD-XXL,Set,XXL,1.0,1120.0,KARNATAKA,560034.0,False,2022,11
1167.0,171-1606875-0089905,1606875.0,Women,18.0,Teenager,2022-04-11,4,Delivered,Ajio,J0008-SKD-XL,Set,XL,1.0,1075.0,TELANGANA,500035.0,False,2022,11
1168.0,405-1299137-2024328,1299137.0,Women,33.0,Adult,2022-04-11,4,Delivered,Ajio,JNE3465-KR-S,kurta,S,1.0,523.0,MADHYA PRADESH,456010.0,False,2022,11
1169.0,403-0426424-3530756,426424.0,Women,20.0,Teenager,2022-04-11,4,Delivered,Myntra,J0301-TP-L,Top,L,1.0,464.0,GOA,403517.0,False,2022,11
1170.0,171-5696671-5675553,5696671.0,Women,42.0,Adult,2022-04-11,4,Refunded,Amazon,J0346-SET-XL,Set,XL,1.0,464.0,KARNATAKA,573201.0,False,2022,11
1171.0,171-9603913-5850730,9603913.0,Women,18.0,Teenager,2022-04-11,4,Refunded,Amazon,JNE3797-KR-XL,Western Dress,XL,1.0,735.0,KARNATAKA,560072.0,False,2022,11
1172.0,405-8089566-5121109,8089566.0,Women,21.0,Teenager,2022-04-11,4,Refunded,Amazon,JNE3860-DR-XXL,Western Dress,XXL,1.0,614.0,WEST BENGAL,700019.0,False,2022,11
1173.0,408-2717249-5331517,2717249.0,Women,22.0,Teenager,2022-04-11,4,Delivered,Myntra,SET357-KR-NP-L,Set,L,1.0,725.0,UTTARAKHAND,262501.0,False,2022,11
1174.0,406-0158981-2460343,158981.0,Women,29.0,Teenager,2022-04-11,4,Delivered,Myntra,SET364-KR-NP-XL,Set,XL,1.0,1126.0,TELANGANA,500085.0,False,2022,11
1175.0,406-6141946-5762720,6141946.0,Women,36.0,Adult,2022-04-11,4,Delivered,Amazon,SET132-KR-NP-XXL,Set,XXL,1.0,547.0,DELHI,110016.0,False,2022,11
1176.0,404-3264468-0141160,3264468.0,Women,36.0,Adult,2022-04-11,4,Delivered,Amazon,SET265-KR-NP-M,Set,M,1.0,889.0,UTTAR PRADESH,201001.0,False,2022,11
1177.0,403-9977490-8025947,9977490.0,Women,33.0,Adult,2022-04-11,4,Delivered,Flipkart,SET291-KR-PP-L,Set,L,1.0,569.0,UTTAR PRADESH,201301.0,False,2022,11
1178.0,406-4597589-8227527,4597589.0,Women,27.0,Teenager,2022-04-11,4,Refunded,Others,JNE3798-KR-A-L,Western Dress,L,1.0,771.0,MAHARASHTRA,441601.0,False,2022,11
1179.0,406-2544564-3421918,2544564.0,Women,54.0,Senior,2022-04-11,4,Delivered,Myntra,JNE3870-DR-XXXL,Western Dress,3XL,1.0,721.0,HARYANA,122001.0,False,2022,11
1180.0,405-4833870-8872327,4833870.0,Women,26.0,Teenager,2022-04-11,4,Delivered,Flipkart,JNE3423-KR-M,kurta,M,1.0,379.0,MEGHALAYA,793018.0,False,2022,11
1181.0,402-7010898-8650751,7010898.0,Women,31.0,Adult,2022-04-11,4,Delivered,Amazon,SET356-KR-NP-XXL,Set,XXL,1.0,1099.0,UTTAR PRADESH,208020.0,False,2022,11
1182.0,404-9967268-8442740,9967268.0,Women,64.0,Senior,2022-04-11,4,Delivered,Amazon,SET110-KR-PP-XS,Set,XS,1.0,788.0,UTTAR PRADESH,208014.0,False,2022,11
1183.0,407-1897745-3007529,1897745.0,Women,61.0,Senior,2022-04-11,4,Refunded,Amazon,JNE3797-KR-XL,Western Dress,XL,1.0,725.0,TELANGANA,505209.0,False,2022,11
1184.0,408-4450198-7298706,4450198.0,Women,28.0,Teenager,2022-04-11,4,Delivered,Myntra,JNE3788-KR-XS,kurta,XS,1.0,487.0,MAHARASHTRA,431515.0,False,2022,11
1185.0,406-8761336-2400326,8761336.0,Women,27.0,Teenager,2022-04-11,4,Delivered,Meesho,SET268-KR-NP-L,Set,L,1.0,698.0,KARNATAKA,575002.0,False,2022,11
1186.0,406-3528677-3229155,3528677.0,Women,42.0,Adult,2022-04-11,4,Delivered,Amazon,SET271-KR-NP-M,Set,M,1.0,885.0,KARNATAKA,577601.0,False,2022,11
1187.0,408-8373738-0517923,8373738.0,Women,34.0,Adult,2022-04-11,4,Delivered,Amazon,SET374-KR-NP-L,Set,L,1.0,636.0,TAMIL NADU,641604.0,False,2022,11
1188.0,408-1366596-3556334,1366596.0,Women,23.0,Teenager,2022-04-11,4,Delivered,Myntra,JNE3560-KR-XL,kurta,XL,1.0,481.0,TAMIL NADU,600077.0,False,2022,11
1189.0,407-6229553-6805162,6229553.0,Women,35.0,Adult,2022-04-11,4,Delivered,Amazon,J0339-DR-XXL,Western Dress,XXL,1.0,1091.0,ASSAM,781008.0,False,2022,11
1190.0,408-4989878-5077108,4989878.0,Women,49.0,Adult,2022-04-11,4,Delivered,Amazon,JNE3440-KR-N-M,kurta,M,1.0,435.0,MAHARASHTRA,400705.0,False,2022,11
1191.0,405-5176395-1833943,5176395.0,Women,21.0,Teenager,2022-04-11,4,Delivered,Amazon,J0349-SET-XS,Set,XS,1.0,791.0,KARNATAKA,560010.0,False,2022,11
1192.0,408-2470347-2212333,2470347.0,Women,41.0,Adult,2022-04-11,4,Delivered,Myntra,JNE3465-KR-XL,kurta,XL,1.0,523.0,TAMIL NADU,600040.0,False,2022,11
1193.0,171-8121668-5375518,8121668.0,Women,45.0,Adult,2022-04-11,4,Delivered,Amazon,SET276-KR-PP-S,Set,S,1.0,1238.0,TAMIL NADU,636004.0,False,2022,11
1194.0,407-1484330-2890736,1484330.0,Women,32.0,Adult,2022-04-11,4,Delivered,Amazon,J0295-DR-XXL,Western Dress,XXL,1.0,859.0,TAMIL NADU,600028.0,False,2022,11
1195.0,403-1753921-0793124,1753921.0,Women,31.0,Adult,2022-04-11,4,Delivered,Flipkart,SET154-KR-NP-M,Set,M,1.0,832.0,KARNATAKA,560064.0,False,2022,11
1196.0,404-6968357-9473147,6968357.0,Women,45.0,Adult,2022-04-11,4,Returned,Meesho,J0341-DR-L,Western Dress,L,1.0,743.0,KARNATAKA,560078.0,False,2022,11
1197.0,406-5809177-9237945,5809177.0,Women,47.0,Adult,2022-04-11,4,Returned,Amazon,JNE3364-KR-1051-A-L,kurta,L,1.0,376.0,MAHARASHTRA,412105.0,False,2022,11
1198.0,402-1398058-8566735,1398058.0,Women,26.0,Teenager,2022-04-11,4,Delivered,Amazon,J0213-TP-XXXL,Top,3XL,1.0,599.0,HARYANA,122005.0,False,2022,11
1199.0,171-8829622-5044318,8829622.0,Women,41.0,Adult,2022-04-11,4,Refunded,Amazon,JNE3800-KR-L,Western Dress,L,1.0,735.0,KARNATAKA,560072.0,False,2022,11
1200.0,408-4573619-9451545,4573619.0,Women,39.0,Adult,2022-04-11,4,Delivered,Myntra,JNE3405-KR-S,kurta,S,1.0,399.0,MAHARASHTRA,411033.0,False,2022,11
1201.0,404-9927746-3838701,9927746.0,Women,26.0,Teenager,2022-04-11,4,Delivered,Meesho,JNE3794-KR-XXL,kurta,XXL,1.0,517.0,MAHARASHTRA,411033.0,False,2022,11
1202.0,408-4786933-5305914,4786933.0,Women,72.0,Senior,2022-04-11,4,Delivered,Amazon,J0334-TP-S,Top,S,1.0,563.0,MAHARASHTRA,411020.0,False,2022,11
1203.0,408-4786933-5305914,4786933.0,Women,21.0,Teenager,2022-04-11,4,Delivered,Myntra,J0333-DR-XXL,Western Dress,XXL,1.0,885.0,MAHARASHTRA,411038.0,False,2022,11
1204.0,408-4786933-5305914,4786933.0,Women,30.0,Adult,2022-04-11,4,Delivered,Myntra,J0095-SET-L,Set,L,1.0,633.0,JHARKHAND,834002.0,False,2022,11
1205.0,408-4786933-5305914,4786933.0,Women,71.0,Senior,2022-04-11,4,Delivered,Amazon,J0158-DR-XXXL,Western Dress,3XL,1.0,721.0,PUNJAB,143006.0,False,2022,11
1206.0,403-7002542-6292300,7002542.0,Women,22.0,Teenager,2022-04-11,4,Delivered,Amazon,J0011-LCD-XL,Set,XL,1.0,1695.0,ODISHA,751003.0,False,2022,11
1207.0,402-6834677-7678748,6834677.0,Women,32.0,Adult,2022-04-11,4,Delivered,Amazon,JNE3468-KR-XS,kurta,XS,1.0,399.0,KERALA,673620.0,False,2022,11
1208.0,405-5535723-4491520,5535723.0,Women,71.0,Senior,2022-04-11,4,Delivered,Flipkart,SET331-KR-NP-XXXL,Set,3XL,1.0,635.0,TAMIL NADU,600039.0,False,2022,11
1209.0,171-8979469-3174739,8979469.0,Women,76.0,Senior,2022-04-11,4,Delivered,Amazon,JNE3440-KR-N-L,kurta,L,1.0,379.0,UTTAR PRADESH,244901.0,False,2022,11
1210.0,404-7768870-2998735,7768870.0,Women,30.0,Adult,2022-04-11,4,Refunded,Flipkart,JNE3797-KR-XXXL,Western Dress,3XL,1.0,735.0,MAHARASHTRA,411028.0,False,2022,11
1211.0,405-2713833-5356345,2713833.0,Women,32.0,Adult,2022-04-11,4,Delivered,Amazon,SET247-KR-SHA-XS,Set,XS,1.0,694.0,MADHYA PRADESH,485001.0,False,2022,11
1212.0,405-4803692-5689168,4803692.0,Women,39.0,Adult,2022-04-11,4,Delivered,Flipkart,MEN5008-KR-L,kurta,L,1.0,495.0,TELANGANA,500089.0,False,2022,11
1213.0,402-3727132-9219540,3727132.0,Women,26.0,Teenager,2022-04-11,4,Delivered,Flipkart,SET268-KR-NP-XS,Set,XS,1.0,788.0,KERALA,689581.0,False,2022,11
1214.0,406-2714485-3755510,2714485.0,Women,39.0,Adult,2022-04-11,4,Delivered,Flipkart,SET293-KR-NP-M,Set,M,1.0,702.0,WEST BENGAL,700084.0,False,2022,11
1215.0,407-1518509-5932309,1518509.0,Women,32.0,Adult,2022-04-11,4,Delivered,Myntra,JNE3461-KR-L,kurta,L,1.0,399.0,KARNATAKA,560078.0,False,2022,11
1216.0,402-8172172-5965943,8172172.0,Women,43.0,Adult,2022-04-11,4,Delivered,Amazon,J0041-SET-M,Set,M,1.0,660.0,MADHYA PRADESH,461001.0,False,2022,11
1217.0,407-2616604-4625963,2616604.0,Women,45.0,Adult,2022-04-11,4,Cancelled,Flipkart,SET331-KR-NP-XS,Set,XS,1.0,589.0,KARNATAKA,581355.0,False,2022,11
1218.0,402-6767779-6718718,6767779.0,Women,23.0,Teenager,2022-04-11,4,Delivered,Others,JNE3834-KR-XXL,kurta,XXL,1.0,521.0,ANDHRA PRADESH,516360.0,False,2022,11
1219.0,408-3501607-6055523,3501607.0,Women,35.0,Adult,2022-04-11,4,Delivered,Amazon,J0418-TP-XS,Top,XS,1.0,749.0,GUJARAT,382421.0,False,2022,11
1220.0,407-3838385-5235523,3838385.0,Women,48.0,Adult,2022-04-11,4,Delivered,Amazon,SET402-KR-NP-M,Set,M,1.0,988.0,UTTAR PRADESH,226003.0,False,2022,11
1221.0,407-6957650-9319552,6957650.0,Women,22.0,Teenager,2022-04-11,4,Delivered,Amazon,SET324-KR-NP-S,Set,S,1.0,635.0,KARNATAKA,570022.0,False,2022,11
1222.0,404-4245640-8749126,4245640.0,Women,26.0,Teenager,2022-04-11,4,Delivered,Amazon,SET380-KR-NP-S,Set,S,1.0,1186.0,MAHARASHTRA,400018.0,False,2022,11
1223.0,402-3967649-7487511,3967649.0,Women,20.0,Teenager,2022-04-11,4,Delivered,Amazon,SET145-KR-NP-XXXL,Set,3XL,1.0,737.0,MAHARASHTRA,441601.0,False,2022,11
1224.0,171-4422587-6968347,4422587.0,Women,26.0,Teenager,2022-04-11,4,Delivered,Ajio,J0230-SKD-XL,Set,XL,1.0,1163.0,PUNJAB,144630.0,False,2022,11
1225.0,402-5787329-2190764,5787329.0,Women,47.0,Adult,2022-04-11,4,Cancelled,Amazon,JNE3426-KR-XS,kurta,XS,1.0,333.0,ANDHRA PRADESH,516001.0,False,2022,11
1226.0,404-2485892-2327537,2485892.0,Men,38.0,Adult,2022-04-11,4,Delivered,Amazon,JNE3423-KR-XXL,kurta,XXL,1.0,379.0,KARNATAKA,560037.0,False,2022,11
1227.0,402-8503995-0738737,8503995.0,Women,22.0,Teenager,2022-04-11,4,Delivered,Myntra,JNE3797-KR-A-S,Western Dress,S,1.0,725.0,TAMIL NADU,600112.0,False,2022,11
1228.0,406-6087504-9522731,6087504.0,Men,35.0,Adult,2022-04-11,4,Cancelled,Myntra,JNE3468-KR-XL,kurta,XL,1.0,387.0,WEST BENGAL,700039.0,False,2022,11
1229.0,406-4199509-7531504,4199509.0,Men,46.0,Adult,2022-04-11,4,Delivered,Myntra,JNE3612-KR-S,kurta,S,1.0,417.0,TELANGANA,500018.0,False,2022,11
1230.0,404-3985944-7931524,3985944.0,Women,41.0,Adult,2022-04-11,4,Delivered,Myntra,SET349-KR-NP-M,Set,M,1.0,1152.0,HIMACHAL PRADESH,175138.0,False,2022,11
1231.0,408-1025273-0247564,1025273.0,Women,22.0,Teenager,2022-04-11,4,Delivered,Meesho,SET327-KR-DPT-XXL,Set,XXL,1.0,999.0,TAMIL NADU,603103.0,False,2022,11
1232.0,406-9225888-4709100,9225888.0,Women,23.0,Teenager,2022-04-11,4,Delivered,Amazon,SET324-KR-NP-S,Set,S,1.0,597.0,KARNATAKA,560073.0,False,2022,11
1233.0,171-9109452-2675541,9109452.0,Men,38.0,Adult,2022-04-11,4,Delivered,Nalli,PJ0096-KR-N-5XL,kurta,5XL,1.0,688.0,WEST BENGAL,743144.0,False,2022,11
1234.0,403-9160131-5349911,9160131.0,Men,35.0,Adult,2022-04-11,4,Delivered,Amazon,JNE3399-KR-XL,kurta,XL,1.0,435.0,ODISHA,770034.0,False,2022,11
1235.0,404-7287435-7165939,7287435.0,Women,36.0,Adult,2022-04-11,4,Delivered,Myntra,BTM039-PP-XL,Bottom,XL,1.0,360.0,MAHARASHTRA,400025.0,False,2022,11
1236.0,171-5480727-1205935,5480727.0,Women,18.0,Teenager,2022-04-11,4,Delivered,Flipkart,J0157-DR-S,Western Dress,S,1.0,659.0,TAMIL NADU,600059.0,False,2022,11
1237.0,402-2447093-9720315,2447093.0,Men,54.0,Senior,2022-04-11,4,Delivered,Meesho,JNE3776-KR-S,kurta,S,1.0,301.0,TAMIL NADU,600071.0,False,2022,11
1238.0,402-1706520-2668317,1706520.0,Men,40.0,Adult,2022-04-11,4,Delivered,Amazon,JNE3639-TP-N-XXL,Top,XXL,1.0,487.0,TAMIL NADU,641034.0,False,2022,11
1239.0,408-2008379-7377111,2008379.0,Women,41.0,Adult,2022-04-11,4,Delivered,Amazon,JNE3802-KR-L,kurta,L,1.0,453.0,KARNATAKA,560062.0,False,2022,11
1240.0,407-6342847-7656313,6342847.0,Women,39.0,Adult,2022-04-11,4,Delivered,Ajio,JNE3630-KR-XL,kurta,XL,1.0,399.0,HARYANA,122001.0,False,2022,11
1241.0,405-0144548-2018718,144548.0,Women,37.0,Adult,2022-04-11,4,Delivered,Meesho,SET331-KR-NP-XL,Set,XL,1.0,627.0,MAHARASHTRA,400708.0,False,2022,11
1242.0,402-4480208-4687517,4480208.0,Women,57.0,Senior,2022-04-11,4,Delivered,Myntra,J0095-SET-M,Set,M,1.0,634.0,TAMIL NADU,639002.0,False,2022,11
1243.0,405-0452328-5293956,452328.0,Women,20.0,Teenager,2022-04-11,4,Delivered,Amazon,JNE3405-KR-XS,kurta,XS,1.0,399.0,UTTAR PRADESH,226022.0,False,2022,11
1244.0,407-7027004-9188308,7027004.0,Men,32.0,Adult,2022-04-11,4,Delivered,Nalli,JNE3880-DR-XXXL,Western Dress,3XL,1.0,564.0,UTTAR PRADESH,244001.0,False,2022,11
1245.0,403-4639579-6487563,4639579.0,Women,77.0,Senior,2022-04-11,4,Delivered,Meesho,SET269-KR-NP-XXXL,Set,3XL,1.0,824.0,ANDAMAN & NICOBAR ,744101.0,False,2022,11
1246.0,406-8192502-7520314,8192502.0,Men,39.0,Adult,2022-04-11,4,Delivered,Amazon,J0341-DR-S,Western Dress,S,1.0,791.0,KARNATAKA,560068.0,False,2022,11
